model_name,prompt_name,video_name,vlm_event_id,retrieval_query,query_used,pred_start_seconds,pred_end_seconds,pred_start,pred_end,confidence,matched_manual_event_id,matched_manual_event,manual_start_seconds,manual_end_seconds,manual_start,manual_end,manual_subjectivity,semantic_similarity,temporal_iou
CLIP-baseline,few_shot,TVSUM_9,13,The car is shown with yet another diagram,a video of The car is shown with yet another diagram,119.0,125.0,01:59,02:05,0.3519439697265625,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6041738986968994,0.0
CLIP-baseline,few_shot,TVSUM_9,14,The car is shown with a third diagram,a video of The car is shown with a third diagram,119.0,125.0,01:59,02:05,0.3476015329360962,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6133632063865662,0.0
CLIP-baseline,few_shot,TVSUM_9,15,The car is shown with a fourth diagram,a video of The car is shown with a fourth diagram,119.0,125.0,01:59,02:05,0.35454854369163513,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5941293239593506,0.0
CLIP-baseline,few_shot,TVSUM_9,16,The car is shown with a fifth diagram,a video of The car is shown with a fifth diagram,119.0,125.0,01:59,02:05,0.3464909493923187,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5710465908050537,0.0
CLIP-baseline,few_shot,TVSUM_9,17,The car is shown with a sixth diagram,a video of The car is shown with a sixth diagram,118.0,124.0,01:58,02:04,0.34966644644737244,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5585634708404541,0.0
CLIP-baseline,few_shot,TVSUM_9,18,The car is shown with a seventh diagram,a video of The car is shown with a seventh diagram,119.0,125.0,01:59,02:05,0.3449515700340271,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5569982528686523,0.0
CLIP-baseline,few_shot,TVSUM_9,2,The person looks around,a video of The person looks around,49.0,55.0,00:49,00:55,0.2848934233188629,2,Man speaking to camera,14,20,00:14,00:20,1,0.26148056983947754,0.0
CLIP-baseline,few_shot,TVSUM_9,3,The car drives on the road,a video of The car drives on the road,49.0,55.0,00:49,00:55,0.30107611417770386,13,Vehicle drives around bus depot,170,176,02:50,02:56,1,0.47444817423820496,0.0
CLIP-baseline,few_shot,TVSUM_9,5,The person looks at the camera,a video of The person looks at the camera,219.0,225.0,03:39,03:45,0.28183528780937195,2,Man speaking to camera,14,20,00:14,00:20,1,0.5694118142127991,0.0
CLIP-baseline,few_shot,TVSUM_9,6,The car drives on the road again,a video of The car drives on the road again,105.0,111.0,01:45,01:51,0.29599881172180176,16,New man enters the vehicle and drives off,213,228,03:33,03:48,1,0.42029911279678345,0.0
CLIP-baseline,few_shot,TVSUM_9,7,The car's interior is shown again,a video of The car's interior is shown again,43.0,49.0,00:43,00:49,0.3339743912220001,10,Smart display shows vehicle data,119,123,01:59,02:03,1,0.35403668880462646,0.0
CLIP-baseline,few_shot,TVSUM_9,8,The car drives on the road once more,a video of The car drives on the road once more,49.0,55.0,00:49,00:55,0.30025023221969604,13,Vehicle drives around bus depot,170,176,02:50,02:56,1,0.45175641775131226,0.0
CLIP-baseline,few_shot,TVSUM_9,10,The car drives on the road again,a video of The car drives on the road again,105.0,111.0,01:45,01:51,0.29599881172180176,16,New man enters the vehicle and drives off,213,228,03:33,03:48,1,0.42029911279678345,0.0
CLIP-baseline,few_shot,TVSUM_9,9,A woman drives the car,a video of A woman drives the car,206.0,212.0,03:26,03:32,0.31874361634254456,15,Woman exits the vehicle in sunny weather,210,213,03:30,03:33,1,0.4389905035495758,0.2857142857142857
